seq_name,seq_path,gt_label,frame_dir,num_frames
adl-11,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-11-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-11-cam0-rgb,300
adl-12,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-12-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-12-cam0-rgb,250
adl-13,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-13-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-13-cam0-rgb,265
adl-14,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-14-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-14-cam0-rgb,235
adl-15,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-15-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-15-cam0-rgb,275
adl-16,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-16-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-16-cam0-rgb,240
adl-17,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-17-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-17-cam0-rgb,230
adl-18,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-18-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-18-cam0-rgb,265
adl-19,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-19-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-19-cam0-rgb,250
adl-20,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-20-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-20-cam0-rgb,270
adl-21,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-21-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-21-cam0-rgb,280
adl-22,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-22-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-22-cam0-rgb,240
adl-23,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-23-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-23-cam0-rgb,220
adl-24,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-24-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-24-cam0-rgb,70
adl-25,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-25-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-25-cam0-rgb,110
adl-26,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-26-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-26-cam0-rgb,95
adl-27,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-27-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-27-cam0-rgb,100
adl-28,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-28-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-28-cam0-rgb,85
adl-29,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-29-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-29-cam0-rgb,125
adl-30,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-30-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-30-cam0-rgb,400
adl-31,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-31-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-31-cam0-rgb,250
adl-32,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-32-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-32-cam0-rgb,200
adl-33,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-33-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-33-cam0-rgb,200
adl-34,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-34-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-34-cam0-rgb,191
adl-35,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-35-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-35-cam0-rgb,280
adl-36,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-36-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-36-cam0-rgb,340
adl-37,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-37-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-37-cam0-rgb,350
adl-38,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-38-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-38-cam0-rgb,345
adl-39,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-39-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-39-cam0-rgb,270
adl-40,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-40-cam0-rgb,0,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Activities_of_Daily_Living_sequences\adl-40-cam0-rgb,330
fall-01,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-01-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-01-cam0-rgb,160
fall-02,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-02-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-02-cam0-rgb,110
fall-03,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-03-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-03-cam0-rgb,215
fall-04,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-04-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-04-cam0-rgb,96
fall-05,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-05-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-05-cam0-rgb,151
fall-06,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-06-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-06-cam0-rgb,100
fall-07,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-07-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-07-cam0-rgb,156
fall-08,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-08-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-08-cam0-rgb,91
fall-09,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-09-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-09-cam0-rgb,185
fall-10,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-10-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-10-cam0-rgb,130
fall-11,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-11-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-11-cam0-rgb,130
fall-12,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-12-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-12-cam0-rgb,110
fall-13,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-13-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-13-cam0-rgb,85
fall-14,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-14-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-14-cam0-rgb,61
fall-15,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-15-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-15-cam0-rgb,71
fall-16,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-16-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-16-cam0-rgb,55
fall-17,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-17-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-17-cam0-rgb,95
fall-18,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-18-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-18-cam0-rgb,65
fall-19,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-19-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-19-cam0-rgb,100
