seq_name,seq_path,gt_label,frame_dir,num_frames
adl-16,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-16,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-16,240
adl-17,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-17,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-17,230
adl-18,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-18,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-18,265
adl-19,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-19,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-19,250
adl-20,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-20,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-20,270
adl-21,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-21,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-21,280
adl-22,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-22,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-22,240
adl-23,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-23,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-23,220
adl-24,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-24,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-24,70
adl-25,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-25,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-25,110
adl-26,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-26,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-26,95
adl-27,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-27,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-27,100
adl-28,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-28,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-28,85
adl-29,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-29,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-29,125
adl-30,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-30,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-30,400
adl-31,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-31,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-31,250
adl-32,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-32,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-32,200
adl-33,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-33,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-33,200
adl-34,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-34,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-34,191
adl-35,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-35,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-35,280
adl-36,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-36,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-36,340
adl-37,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-37,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-37,350
adl-38,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-38,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-38,345
adl-39,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-39,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-39,270
adl-40,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-40,0,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\adl-40,330
fall-01,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-01,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-01,160
fall-02,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-02,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-02,110
fall-03,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-03,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-03,215
fall-04,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-04,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-04,96
fall-05,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-05,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-05,151
fall-06,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-06,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-06,100
fall-07,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-07,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-07,156
fall-08,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-08,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-08,91
fall-09,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-09,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-09,185
fall-10,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-10,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-10,130
fall-11,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-11,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-11,130
fall-12,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-12,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-12,110
fall-13,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-13,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-13,85
fall-14,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-14,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-14,61
fall-15,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-15,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-15,71
fall-16,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-16,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-16,55
fall-17,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-17,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-17,95
fall-18,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-18,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-18,65
fall-19,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-19,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-19,100
fall-20,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-20,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-20,110
fall-21,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-21,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-21,55
fall-22,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-22,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-22,56
fall-23,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-23,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-23,75
fall-24,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-24,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-24,60
fall-25,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-25,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-25,85
fall-26,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-26,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-26,61
fall-27,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-27,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-27,92
fall-28,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-28,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-28,66
fall-29,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-29,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-29,99
fall-30,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-30,1,C:\Users\duc62\Desktop\BT\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\data\frames\fall-30,70
